epoch,train,val
0,0.14012497663497925,0.0562799796462059
1,0.057474277913570404,0.02944045327603817
2,0.030072176828980446,0.039309363812208176
3,0.03868689760565758,0.053032416850328445
4,0.051549769937992096,0.05295995622873306
5,0.051400329917669296,0.04217194393277168
6,0.04103830084204674,0.028540141880512238
7,0.027984634041786194,0.017810894176363945
8,0.017751093953847885,0.012386062182486057
9,0.012631969526410103,0.011820060200989246
10,0.012174328789114952,0.013959089294075966
11,0.014279588125646114,0.016294339671730995
12,0.016515575349330902,0.017065733671188354
13,0.017185604199767113,0.01572985015809536
14,0.015778739005327225,0.012790746986865997
15,0.012801672331988811,0.009304019622504711
16,0.009294608607888222,0.0063574304804205894
17,0.006325585767626762,0.004686002153903246
18,0.004615930374711752,0.004474836401641369
19,0.0043483516201376915,0.005364621058106422
20,0.005172337871044874,0.006651104893535376
21,0.006398748606443405,0.007610333152115345
22,0.007317476440221071,0.007803353480994701
23,0.00749561283737421,0.007210504729300737
24,0.006909569725394249,0.006154312286525965
25,0.00587078183889389,0.00509267533197999
26,0.004824378993362188,0.004403415601700544
27,0.00413895258679986,0.0042482418939471245
28,0.003973438870161772,0.0045493957586586475
29,0.004253752995282412,0.005064423196017742
30,0.004745146259665489,0.005511823575943708
31,0.0051742978394031525,0.005688980221748352
32,0.00534408912062645,0.005536762531846762
33,0.005196595564484596,0.005135540384799242
34,0.004809350240975618,0.004647908732295036
35,0.00433975039049983,0.004240537527948618
36,0.003949122969061136,0.004018392879515886
37,0.003738788655027747,0.003993940073996782
38,0.003720180131494999,0.004097936674952507
39,0.003825441235676408,0.004221840295940638
40,0.0039487904869019985,0.004270021338015795
41,0.003997367806732655,0.004198077600449324
42,0.0039284792728722095,0.004022718872874975
43,0.003759072395041585,0.0038036941550672054
44,0.0035479427315294743,0.0036106796469539404
45,0.003363322000950575,0.003492171410471201
46,0.0032524741254746914,0.0034591294825077057
47,0.0032257563434541225,0.003487349720671773
48,0.0032590136397629976,0.00353398360311985
49,0.003309809835627675,0.003558729775249958
50,0.0033382256515324116,0.0035400819033384323
51,0.003322821808978915,0.0034808749333024025
52,0.0032661284785717726,0.0034026664216071367
53,0.0031891928520053625,0.0033331559970974922
54,0.0031192940659821033,0.00329296151176095
55,0.0030769910663366318,0.0032874438911676407
56,0.0030680657364428043,0.0033063876908272505
57,0.0030831201002001762,0.0033306428231298923
58,0.003103966126218438,0.0033418633975088596
59,0.0031130521092563868,0.003330521984025836
60,0.003101240610703826,0.0032987662125378847
61,0.0030705842655152082,0.0032575230579823256
62,0.003031525295227766,0.003220059908926487
63,0.0029966605361551046,0.0031955393496900797
64,0.0029745183419436216,0.003185571637004614
65,0.002966266358271241,0.003184885485097766
66,0.0029664249159395695,0.0031851136591285467
67,0.0029666072223335505,0.0031794013921171427
68,0.002960040234029293,0.0031655034981667995
69,0.0029445886611938477,0.0031461287289857864
70,0.0029230695217847824,0.0031267832964658737
71,0.0029011161532253027,0.0031125324312597513
72,0.0028839721344411373,0.0031054490245878696
73,0.00287395971827209,0.003103929804638028
74,0.0028697701636701822,0.0031039807945489883
75,0.0028676907531917095,0.003101557260379195
76,0.002863869536668062,0.0030946009792387486
77,0.002856302307918668,0.0030837678350508213
78,0.0028455518186092377,0.003071645274758339
79,0.002834003884345293,0.0030611001420766115
80,0.00282427784986794,0.003053749445825815
81,0.0028177653439342976,0.003049357794225216
82,0.002814063336700201,0.0030463121365755796
83,0.002811462851241231,0.0030427537858486176
84,0.0028080660849809647,0.0030376401264220476
85,0.00280282786116004,0.0030311672016978264
86,0.002795971930027008,0.0030244304798543453
87,0.0027886447496712208,0.0030186232179403305
88,0.0027821222320199013,0.003014301648363471
89,0.0027770730666816235,0.003011124674230814
90,0.002773283515125513,0.0030081456061452627
91,0.0027699247002601624,0.0030044170562177896
92,0.002766130492091179,0.0029995166696608067
93,0.0027615013532340527,0.0029937056824564934
94,0.002756258472800255,0.002987684914842248
95,0.0027510153595358133,0.002982150996103883
96,0.0027463529258966446,0.00297743221744895
97,0.0027424858417361975,0.0029734077397733927
98,0.0027391973417252302,0.0029696947894990444
99,0.002736038761213422,0.0029659471474587917
100,0.002732631051912904,0.0029620639979839325
101,0.0027288736309856176,0.002958201803267002
102,0.0027249548584222794,0.0029546094592660666
103,0.0027211797423660755,0.0029514250345528126
104,0.002717761555686593,0.0029485675040632486
105,0.002714700298383832,0.00294578168541193
106,0.002711813896894455,0.0029427928384393454
107,0.002708876272663474,0.0029394582379609346
108,0.0027057607658207417,0.002935826312750578
109,0.0027024997398257256,0.0029320830944925547
110,0.0026992326602339745,0.002928427653387189
111,0.002696099691092968,0.0029249710496515036
112,0.0026931490283459425,0.0029217067640274763
113,0.0026903213001787663,0.002918557496741414
114,0.0026875054463744164,0.002915453165769577
115,0.0026846188120543957,0.002912379102781415
116,0.0026816537138074636,0.0029093679040670395
117,0.002678669523447752,0.002906456124037504
118,0.0026757430750876665,0.002903638407588005
119,0.002672911621630192,0.0029008518904447556
120,0.002670157700777054,0.00289801019243896
121,0.002667425200343132,0.0028950476553291082
122,0.0026646649930626154,0.0028919524047523737
123,0.0026618638075888157,0.0028887679800391197
124,0.002659047022461891,0.0028855609707534313
125,0.0026562518905848265,0.002882385393604636
126,0.002653499599546194,0.0028792652301490307
127,0.0026507822331041098,0.0028761946596205235
